time [dec. year], range [m], range-rate [m/s]
2024.1439281648, 180216.823232, 0.189200
2024.1439281965, 180217.012418, 0.189171
2024.1439282281, 180217.201575, 0.189142
2024.1439282597, 180217.390703, 0.189113
2024.1439282913, 180217.579800, 0.189083
2024.1439283230, 180217.768868, 0.189053
2024.1439283546, 180217.957906, 0.189022
2024.1439283862, 180218.146913, 0.188992
2024.1439284178, 180218.335889, 0.188961
2024.1439284495, 180218.524834, 0.188929
2024.1439284811, 180218.713747, 0.188898
2024.1439285127, 180218.902629, 0.188866
2024.1439285443, 180219.091478, 0.188833
2024.1439285759, 180219.280296, 0.188801
2024.1439286076, 180219.469080, 0.188768
2024.1439286392, 180219.657832, 0.188735
2024.1439286708, 180219.846550, 0.188702
2024.1439287024, 180220.035235, 0.188668
2024.1439287341, 180220.223886, 0.188634
2024.1439287657, 180220.412503, 0.188600
2024.1439287973, 180220.601086, 0.188566
2024.1439288289, 180220.789635, 0.188531
2024.1439288606, 180220.978149, 0.188497
2024.1439288922, 180221.166628, 0.188462
2024.1439289238, 180221.355072, 0.188426
2024.1439289554, 180221.543481, 0.188391
2024.1439289870, 180221.731854, 0.188355
2024.1439290187, 180221.920191, 0.188320
2024.1439290503, 180222.108493, 0.188284
2024.1439290819, 180222.296758, 0.188247
2024.1439291135, 180222.484987, 0.188211
2024.1439291452, 180222.673180, 0.188175
2024.1439291768, 180222.861337, 0.188138
2024.1439292084, 180223.049456, 0.188101
2024.1439292400, 180223.237539, 0.188064
2024.1439292717, 180223.425585, 0.188027
2024.1439293033, 180223.613594, 0.187990
2024.1439293349, 180223.801566, 0.187953
2024.1439293665, 180223.989500, 0.187916
2024.1439293981, 180224.177398, 0.187879
2024.1439294298, 180224.365257, 0.187841
2024.1439294614, 180224.553080, 0.187804
2024.1439294930, 180224.740865, 0.187766
2024.1439295246, 180224.928612, 0.187729
2024.1439295563, 180225.116322, 0.187691
2024.1439295879, 180225.303994, 0.187653
2024.1439296195, 180225.491628, 0.187616
2024.1439296511, 180225.679225, 0.187578
2024.1439296828, 180225.866784, 0.187540
2024.1439297144, 180226.054306, 0.187503
2024.1439297460, 180226.241789, 0.187465
2024.1439297776, 180226.429236, 0.187428
2024.1439298092, 180226.616645, 0.187390
2024.1439298409, 180226.804016, 0.187353
2024.1439298725, 180226.991350, 0.187315
2024.1439299041, 180227.178646, 0.187278
2024.1439299357, 180227.365905, 0.187241
2024.1439299674, 180227.553128, 0.187204
2024.1439299990, 180227.740313, 0.187167
2024.1439300306, 180227.927461, 0.187130
2024.1439300622, 180228.114572, 0.187093
2024.1439300939, 180228.301647, 0.187056
2024.1439301255, 180228.488685, 0.187020
2024.1439301571, 180228.675687, 0.186984
2024.1439301887, 180228.862653, 0.186948
2024.1439302204, 180229.049582, 0.186912
2024.1439302520, 180229.236476, 0.186876
2024.1439302836, 180229.423335, 0.186841
2024.1439303152, 180229.610158, 0.186805
2024.1439303468, 180229.796945, 0.186770
2024.1439303785, 180229.983698, 0.186736
2024.1439304101, 180230.170416, 0.186701
2024.1439304417, 180230.357100, 0.186667
2024.1439304733, 180230.543750, 0.186633
2024.1439305050, 180230.730366, 0.186599
2024.1439305366, 180230.916948, 0.186565
2024.1439305682, 180231.103497, 0.186532
2024.1439305998, 180231.290012, 0.186499
2024.1439306315, 180231.476495, 0.186467
2024.1439306631, 180231.662946, 0.186434
2024.1439306947, 180231.849364, 0.186402
2024.1439307263, 180232.035751, 0.186371
2024.1439307579, 180232.222106, 0.186339
2024.1439307896, 180232.408430, 0.186308
2024.1439308212, 180232.594722, 0.186278
2024.1439308528, 180232.780985, 0.186247
2024.1439308844, 180232.967217, 0.186217
2024.1439309161, 180233.153419, 0.186187
2024.1439309477, 180233.339592, 0.186158
2024.1439309793, 180233.525736, 0.186129
2024.1439310109, 180233.711850, 0.186100
2024.1439310426, 180233.897936, 0.186072
2024.1439310742, 180234.083994, 0.186044
2024.1439311058, 180234.270025, 0.186016
2024.1439311374, 180234.456027, 0.185989
2024.1439311690, 180234.642003, 0.185962
2024.1439312007, 180234.827952, 0.185936
2024.1439312323, 180235.013874, 0.185909
2024.1439312639, 180235.199770, 0.185883
2024.1439312955, 180235.385641, 0.185858
2024.1439313272, 180235.571486, 0.185832
2024.1439313588, 180235.757306, 0.185808
2024.1439313904, 180235.943101, 0.185783
2024.1439314220, 180236.128872, 0.185759
2024.1439314537, 180236.314618, 0.185735
2024.1439314853, 180236.500341, 0.185711
2024.1439315169, 180236.686041, 0.185688
2024.1439315485, 180236.871717, 0.185665
2024.1439315801, 180237.057371, 0.185642
2024.1439316118, 180237.243002, 0.185620
2024.1439316434, 180237.428612, 0.185598
2024.1439316750, 180237.614199, 0.185576
2024.1439317066, 180237.799765, 0.185555
2024.1439317383, 180237.985309, 0.185534
2024.1439317699, 180238.170833, 0.185513
2024.1439318015, 180238.356335, 0.185493
2024.1439318331, 180238.541818, 0.185472
2024.1439318648, 180238.727280, 0.185452
2024.1439318964, 180238.912723, 0.185433
2024.1439319280, 180239.098146, 0.185413
2024.1439319596, 180239.283549, 0.185394
2024.1439319912, 180239.468933, 0.185375
2024.1439320229, 180239.654299, 0.185356
2024.1439320545, 180239.839645, 0.185337
2024.1439320861, 180240.024974, 0.185319
2024.1439321177, 180240.210283, 0.185301
2024.1439321494, 180240.395575, 0.185283
2024.1439321810, 180240.580849, 0.185265
2024.1439322126, 180240.766105, 0.185247
2024.1439322442, 180240.951343, 0.185230
2024.1439322759, 180241.136564, 0.185212
2024.1439323075, 180241.321768, 0.185195
2024.1439323391, 180241.506954, 0.185178
2024.1439323707, 180241.692123, 0.185161
2024.1439324023, 180241.877275, 0.185144
2024.1439324340, 180242.062411, 0.185127
2024.1439324656, 180242.247529, 0.185110
2024.1439324972, 180242.432630, 0.185093
2024.1439325288, 180242.617714, 0.185076
2024.1439325605, 180242.802782, 0.185059
2024.1439325921, 180242.987832, 0.185042
2024.1439326237, 180243.172866, 0.185025
2024.1439326553, 180243.357883, 0.185008
2024.1439326870, 180243.542882, 0.184991
2024.1439327186, 180243.727865, 0.184974
2024.1439327502, 180243.912831, 0.184957
2024.1439327818, 180244.097779, 0.184940
2024.1439328134, 180244.282710, 0.184923
2024.1439328451, 180244.467624, 0.184905
2024.1439328767, 180244.652521, 0.184888
2024.1439329083, 180244.837399, 0.184870
2024.1439329399, 180245.022260, 0.184852
2024.1439329716, 180245.207103, 0.184834
2024.1439330032, 180245.391928, 0.184816
2024.1439330348, 180245.576735, 0.184797
2024.1439330664, 180245.761523, 0.184779
2024.1439330981, 180245.946292, 0.184760
2024.1439331297, 180246.131043, 0.184741
2024.1439331613, 180246.315775, 0.184722
2024.1439331929, 180246.500487, 0.184703
2024.1439332245, 180246.685179, 0.184683
2024.1439332562, 180246.869852, 0.184663
2024.1439332878, 180247.054505, 0.184643
2024.1439333194, 180247.239138, 0.184623
2024.1439333510, 180247.423750, 0.184602
2024.1439333827, 180247.608342, 0.184581
2024.1439334143, 180247.792913, 0.184560
2024.1439334459, 180247.977462, 0.184539
2024.1439334775, 180248.161990, 0.184517
2024.1439335092, 180248.346496, 0.184495
2024.1439335408, 180248.530980, 0.184473
2024.1439335724, 180248.715442, 0.184451
2024.1439336040, 180248.899881, 0.184428
2024.1439336357, 180249.084298, 0.184405
2024.1439336673, 180249.268692, 0.184382
2024.1439336989, 180249.453062, 0.184359
2024.1439337305, 180249.637409, 0.184335
2024.1439337621, 180249.821732, 0.184311
2024.1439337938, 180250.006032, 0.184287
2024.1439338254, 180250.190307, 0.184263
2024.1439338570, 180250.374557, 0.184238
2024.1439338886, 180250.558783, 0.184213
2024.1439339203, 180250.742984, 0.184188
2024.1439339519, 180250.927159, 0.184163
2024.1439339835, 180251.111310, 0.184138
2024.1439340151, 180251.295435, 0.184112
2024.1439340468, 180251.479533, 0.184086
2024.1439340784, 180251.663606, 0.184060
2024.1439341100, 180251.847653, 0.184033
2024.1439341416, 180252.031673, 0.184007
2024.1439341732, 180252.215667, 0.183980
2024.1439342049, 180252.399634, 0.183953
2024.1439342365, 180252.583573, 0.183926
2024.1439342681, 180252.767486, 0.183899
2024.1439342997, 180252.951371, 0.183871
2024.1439343314, 180253.135229, 0.183844
2024.1439343630, 180253.319058, 0.183816
2024.1439343946, 180253.502860, 0.183788
2024.1439344262, 180253.686634, 0.183760
2024.1439344579, 180253.870380, 0.183731
2024.1439344895, 180254.054097, 0.183703
2024.1439345211, 180254.237786, 0.183674
2024.1439345527, 180254.421445, 0.183646
2024.1439345843, 180254.605077, 0.183617
2024.1439346160, 180254.788679, 0.183587
2024.1439346476, 180254.972252, 0.183558
2024.1439346792, 180255.155795, 0.183529
2024.1439347108, 180255.339309, 0.183499
2024.1439347425, 180255.522794, 0.183470
2024.1439347741, 180255.706249, 0.183440
2024.1439348057, 180255.889674, 0.183410
2024.1439348373, 180256.073069, 0.183380
2024.1439348690, 180256.256434, 0.183350
2024.1439349006, 180256.439768, 0.183319
2024.1439349322, 180256.623073, 0.183289
2024.1439349638, 180256.806346, 0.183259
2024.1439349954, 180256.989590, 0.183228
2024.1439350271, 180257.172802, 0.183197
2024.1439350587, 180257.355984, 0.183166
2024.1439350903, 180257.539134, 0.183135
2024.1439351219, 180257.722254, 0.183104
2024.1439351536, 180257.905342, 0.183073
2024.1439351852, 180258.088399, 0.183041
2024.1439352168, 180258.271425, 0.183010
2024.1439352484, 180258.454419, 0.182978
2024.1439352801, 180258.637382, 0.182947
2024.1439353117, 180258.820313, 0.182915
2024.1439353433, 180259.003212, 0.182883
2024.1439353749, 180259.186079, 0.182851
2024.1439354065, 180259.368914, 0.182819
2024.1439354382, 180259.551718, 0.182787
2024.1439354698, 180259.734488, 0.182755
2024.1439355014, 180259.917227, 0.182722
2024.1439355330, 180260.099933, 0.182690
2024.1439355647, 180260.282607, 0.182658
2024.1439355963, 180260.465249, 0.182625
2024.1439356279, 180260.647857, 0.182592
2024.1439356595, 180260.830433, 0.182560
2024.1439356912, 180261.012977, 0.182527
2024.1439357228, 180261.195487, 0.182494
2024.1439357544, 180261.377964, 0.182461
2024.1439357860, 180261.560409, 0.182428
2024.1439358176, 180261.742820, 0.182395
2024.1439358493, 180261.925198, 0.182362
2024.1439358809, 180262.107543, 0.182328
2024.1439359125, 180262.289855, 0.182295
2024.1439359441, 180262.472133, 0.182262
2024.1439359758, 180262.654378, 0.182228
2024.1439360074, 180262.836589, 0.182195
2024.1439360390, 180263.018767, 0.182161
2024.1439360706, 180263.200911, 0.182127
2024.1439361023, 180263.383021, 0.182094
2024.1439361339, 180263.565098, 0.182060
2024.1439361655, 180263.747141, 0.182026
2024.1439361971, 180263.929149, 0.181992
2024.1439362287, 180264.111124, 0.181958
2024.1439362604, 180264.293065, 0.181924
2024.1439362920, 180264.474972, 0.181890
2024.1439363236, 180264.656845, 0.181856
2024.1439363552, 180264.838684, 0.181821
2024.1439363869, 180265.020488, 0.181787
2024.1439364185, 180265.202258, 0.181753
2024.1439364501, 180265.383994, 0.181718
2024.1439364817, 180265.565695, 0.181684
2024.1439365134, 180265.747361, 0.181649
2024.1439365450, 180265.928993, 0.181615
2024.1439365766, 180266.110591, 0.181580
2024.1439366082, 180266.292154, 0.181545
2024.1439366399, 180266.473681, 0.181510
2024.1439366715, 180266.655175, 0.181476
2024.1439367031, 180266.836633, 0.181441
2024.1439367347, 180267.018056, 0.181406
2024.1439367663, 180267.199444, 0.181370
2024.1439367980, 180267.380796, 0.181335
2024.1439368296, 180267.562114, 0.181300
2024.1439368612, 180267.743396, 0.181264
2024.1439368928, 180267.924643, 0.181229
2024.1439369245, 180268.105854, 0.181193
2024.1439369561, 180268.287029, 0.181158
2024.1439369877, 180268.468169, 0.181122
2024.1439370193, 180268.649273, 0.181086
2024.1439370510, 180268.830341, 0.181050
2024.1439370826, 180269.011373, 0.181014
2024.1439371142, 180269.192368, 0.180977
2024.1439371458, 180269.373327, 0.180941
2024.1439371774, 180269.554250, 0.180904
2024.1439372091, 180269.735136, 0.180868
2024.1439372407, 180269.915985, 0.180831
2024.1439372723, 180270.096798, 0.180794
2024.1439373039, 180270.277573, 0.180757
2024.1439373356, 180270.458311, 0.180719
2024.1439373672, 180270.639012, 0.180682
2024.1439373988, 180270.819675, 0.180644
2024.1439374304, 180271.000301, 0.180607
2024.1439374621, 180271.180888, 0.180569
2024.1439374937, 180271.361438, 0.180531
2024.1439375253, 180271.541949, 0.180492
2024.1439375569, 180271.722422, 0.180454
2024.1439375885, 180271.902857, 0.180415
2024.1439376202, 180272.083252, 0.180376
2024.1439376518, 180272.263609, 0.180337
2024.1439376834, 180272.443926, 0.180298
2024.1439377150, 180272.624204, 0.180258
2024.1439377467, 180272.804442, 0.180218
2024.1439377783, 180272.984640, 0.180178
2024.1439378099, 180273.164798, 0.180138
2024.1439378415, 180273.344916, 0.180098
2024.1439378732, 180273.524994, 0.180057
2024.1439379048, 180273.705030, 0.180016
2024.1439379364, 180273.885026, 0.179975
2024.1439379680, 180274.064980, 0.179934
2024.1439379996, 180274.244892, 0.179892
2024.1439380313, 180274.424763, 0.179850
2024.1439380629, 180274.604592, 0.179808
2024.1439380945, 180274.784379, 0.179765
2024.1439381261, 180274.964123, 0.179723
2024.1439381578, 180275.143824, 0.179680
2024.1439381894, 180275.323483, 0.179637
2024.1439382210, 180275.503098, 0.179593
2024.1439382526, 180275.682669, 0.179549
2024.1439382843, 180275.862196, 0.179505
2024.1439383159, 180276.041680, 0.179461
2024.1439383475, 180276.221119, 0.179417
2024.1439383791, 180276.400513, 0.179372
2024.1439384107, 180276.579862, 0.179327
2024.1439384424, 180276.759166, 0.179281
2024.1439384740, 180276.938425, 0.179236
2024.1439385056, 180277.117638, 0.179190
2024.1439385372, 180277.296804, 0.179144
2024.1439385689, 180277.475925, 0.179097
2024.1439386005, 180277.654999, 0.179050
2024.1439386321, 180277.834025, 0.179003
2024.1439386637, 180278.013005, 0.178956
2024.1439386954, 180278.191937, 0.178908
2024.1439387270, 180278.370822, 0.178860
2024.1439387586, 180278.549658, 0.178812
2024.1439387902, 180278.728446, 0.178764
2024.1439388218, 180278.907185, 0.178715
2024.1439388535, 180279.085876, 0.178666
2024.1439388851, 180279.264517, 0.178617
2024.1439389167, 180279.443109, 0.178567
2024.1439389483, 180279.621651, 0.178517
2024.1439389800, 180279.800143, 0.178467
2024.1439390116, 180279.978584, 0.178416
2024.1439390432, 180280.156975, 0.178366
2024.1439390748, 180280.335315, 0.178314
2024.1439391065, 180280.513604, 0.178263
2024.1439391381, 180280.691841, 0.178211
2024.1439391697, 180280.870027, 0.178159
2024.1439392013, 180281.048160, 0.178107
2024.1439392329, 180281.226241, 0.178055
2024.1439392646, 180281.404270, 0.178002
2024.1439392962, 180281.582245, 0.177949
2024.1439393278, 180281.760167, 0.177895
2024.1439393594, 180281.938036, 0.177842
2024.1439393911, 180282.115851, 0.177788
2024.1439394227, 180282.293611, 0.177734
2024.1439394543, 180282.471317, 0.177679
2024.1439394859, 180282.648969, 0.177624
2024.1439395176, 180282.826566, 0.177569
2024.1439395492, 180283.004107, 0.177514
2024.1439395808, 180283.181593, 0.177458
2024.1439396124, 180283.359023, 0.177402
2024.1439396440, 180283.536396, 0.177346
2024.1439396757, 180283.713714, 0.177289
2024.1439397073, 180283.890974, 0.177232
2024.1439397389, 180284.068178, 0.177175
2024.1439397705, 180284.245324, 0.177117
2024.1439398022, 180284.422412, 0.177060
2024.1439398338, 180284.599443, 0.177002
2024.1439398654, 180284.776415, 0.176943
2024.1439398970, 180284.953329, 0.176884
2024.1439399287, 180285.130184, 0.176825
2024.1439399603, 180285.306980, 0.176766
2024.1439399919, 180285.483716, 0.176707
2024.1439400235, 180285.660393, 0.176647
2024.1439400552, 180285.837010, 0.176586
2024.1439400868, 180286.013566, 0.176526
2024.1439401184, 180286.190061, 0.176465
2024.1439401500, 180286.366496, 0.176404
2024.1439401816, 180286.542869, 0.176343
2024.1439402133, 180286.719181, 0.176281
2024.1439402449, 180286.895431, 0.176219
2024.1439402765, 180287.071618, 0.176156
2024.1439403081, 180287.247743, 0.176094
2024.1439403398, 180287.423805, 0.176031
2024.1439403714, 180287.599804, 0.175967
2024.1439404030, 180287.775740, 0.175904
2024.1439404346, 180287.951612, 0.175840
2024.1439404663, 180288.127419, 0.175775
2024.1439404979, 180288.303162, 0.175711
2024.1439405295, 180288.478841, 0.175646
2024.1439405611, 180288.654454, 0.175581
2024.1439405927, 180288.830002, 0.175515
2024.1439406244, 180289.005484, 0.175449
2024.1439406560, 180289.180900, 0.175383
2024.1439406876, 180289.356250, 0.175316
2024.1439407192, 180289.531533, 0.175250
2024.1439407509, 180289.706749, 0.175182
2024.1439407825, 180289.881898, 0.175115
2024.1439408141, 180290.056979, 0.175047
2024.1439408457, 180290.231992, 0.174979
2024.1439408774, 180290.406937, 0.174911
2024.1439409090, 180290.581813, 0.174842
2024.1439409406, 180290.756620, 0.174773
2024.1439409722, 180290.931358, 0.174703
2024.1439410038, 180291.106027, 0.174634
2024.1439410355, 180291.280626, 0.174564
2024.1439410671, 180291.455154, 0.174493
2024.1439410987, 180291.629612, 0.174423
2024.1439411303, 180291.803999, 0.174352
2024.1439411620, 180291.978315, 0.174280
2024.1439411936, 180292.152560, 0.174209
2024.1439412252, 180292.326733, 0.174137
2024.1439412568, 180292.500834, 0.174065
2024.1439412885, 180292.674863, 0.173992
2024.1439413201, 180292.848819, 0.173920
2024.1439413517, 180293.022702, 0.173847
2024.1439413833, 180293.196512, 0.173773
2024.1439414149, 180293.370248, 0.173700
2024.1439414466, 180293.543911, 0.173626
2024.1439414782, 180293.717499, 0.173551
2024.1439415098, 180293.891013, 0.173477
2024.1439415414, 180294.064453, 0.173402
2024.1439415731, 180294.237817, 0.173327
2024.1439416047, 180294.411106, 0.173251
2024.1439416363, 180294.584320, 0.173176
2024.1439416679, 180294.757458, 0.173100
2024.1439416996, 180294.930519, 0.173024
2024.1439417312, 180295.103504, 0.172947
2024.1439417628, 180295.276413, 0.172870
2024.1439417944, 180295.449245, 0.172793
2024.1439418260, 180295.621999, 0.172716
2024.1439418577, 180295.794676, 0.172638
2024.1439418893, 180295.967275, 0.172560
2024.1439419209, 180296.139796, 0.172482
2024.1439419525, 180296.312239, 0.172403
2024.1439419842, 180296.484603, 0.172325
2024.1439420158, 180296.656888, 0.172246
2024.1439420474, 180296.829094, 0.172166
2024.1439420790, 180297.001221, 0.172087
2024.1439421107, 180297.173268, 0.172007
2024.1439421423, 180297.345235, 0.171927
2024.1439421739, 180297.517121, 0.171846
2024.1439422055, 180297.688927, 0.171766
2024.1439422371, 180297.860653, 0.171685
2024.1439422688, 180298.032297, 0.171604
2024.1439423004, 180298.203860, 0.171522
2024.1439423320, 180298.375341, 0.171440
2024.1439423636, 180298.546740, 0.171358
2024.1439423953, 180298.718057, 0.171276
2024.1439424269, 180298.889292, 0.171193
2024.1439424585, 180299.060444, 0.171110
2024.1439424901, 180299.231513, 0.171027
2024.1439425218, 180299.402499, 0.170944
2024.1439425534, 180299.573401, 0.170860
2024.1439425850, 180299.744219, 0.170776
2024.1439426166, 180299.914953, 0.170692
2024.1439426482, 180300.085602, 0.170607
2024.1439426799, 180300.256167, 0.170522
2024.1439427115, 180300.426647, 0.170437
2024.1439427431, 180300.597041, 0.170352
2024.1439427747, 180300.767350, 0.170266
2024.1439428064, 180300.937573, 0.170180
2024.1439428380, 180301.107710, 0.170094
2024.1439428696, 180301.277760, 0.170007
2024.1439429012, 180301.447724, 0.169920
2024.1439429329, 180301.617600, 0.169833
2024.1439429645, 180301.787389, 0.169745
2024.1439429961, 180301.957091, 0.169657
2024.1439430277, 180302.126704, 0.169569
2024.1439430594, 180302.296229, 0.169481
2024.1439430910, 180302.465665, 0.169392
2024.1439431226, 180302.635013, 0.169303
2024.1439431542, 180302.804271, 0.169213
2024.1439431858, 180302.973439, 0.169124
2024.1439432175, 180303.142518, 0.169033
2024.1439432491, 180303.311506, 0.168943
2024.1439432807, 180303.480404, 0.168852
2024.1439433123, 180303.649211, 0.168761
2024.1439433440, 180303.817926, 0.168670
2024.1439433756, 180303.986550, 0.168578
2024.1439434072, 180304.155082, 0.168486
2024.1439434388, 180304.323521, 0.168393
2024.1439434705, 180304.491868, 0.168300
2024.1439435021, 180304.660121, 0.168207
2024.1439435337, 180304.828281, 0.168113
2024.1439435653, 180304.996347, 0.168019
2024.1439435969, 180305.164319, 0.167925
2024.1439436286, 180305.332197, 0.167830
2024.1439436602, 180305.499979, 0.167735
2024.1439436918, 180305.667666, 0.167639
2024.1439437234, 180305.835257, 0.167543
2024.1439437551, 180306.002751, 0.167446
2024.1439437867, 180306.170149, 0.167350
2024.1439438183, 180306.337450, 0.167252
2024.1439438499, 180306.504653, 0.167154
2024.1439438816, 180306.671759, 0.167056
2024.1439439132, 180306.838766, 0.166958
2024.1439439448, 180307.005674, 0.166858
2024.1439439764, 180307.172482, 0.166759
2024.1439440080, 180307.339191, 0.166659
2024.1439440397, 180307.505800, 0.166558
2024.1439440713, 180307.672307, 0.166457
2024.1439441029, 180307.838714, 0.166356
2024.1439441345, 180308.005019, 0.166254
2024.1439441662, 180308.171221, 0.166151
2024.1439441978, 180308.337321, 0.166048
2024.1439442294, 180308.503317, 0.165945
2024.1439442610, 180308.669210, 0.165841
2024.1439442927, 180308.834998, 0.165736
2024.1439443243, 180309.000682, 0.165631
2024.1439443559, 180309.166260, 0.165525
2024.1439443875, 180309.331732, 0.165419
2024.1439444191, 180309.497098, 0.165312
2024.1439444508, 180309.662357, 0.165205
2024.1439444824, 180309.827508, 0.165097
2024.1439445140, 180309.992551, 0.164989
2024.1439445456, 180310.157485, 0.164880
2024.1439445773, 180310.322311, 0.164770
2024.1439446089, 180310.487026, 0.164660
2024.1439446405, 180310.651631, 0.164550
2024.1439446721, 180310.816125, 0.164438
2024.1439447038, 180310.980507, 0.164326
2024.1439447354, 180311.144777, 0.164214
2024.1439447670, 180311.308935, 0.164101
2024.1439447986, 180311.472979, 0.163987
2024.1439448302, 180311.636909, 0.163873
2024.1439448619, 180311.800725, 0.163758
2024.1439448935, 180311.964425, 0.163643
2024.1439449251, 180312.128010, 0.163527
2024.1439449567, 180312.291479, 0.163410
2024.1439449884, 180312.454830, 0.163293
2024.1439450200, 180312.618064, 0.163175
2024.1439450516, 180312.781180, 0.163057
2024.1439450832, 180312.944177, 0.162937
2024.1439451149, 180313.107055, 0.162818
2024.1439451465, 180313.269812, 0.162697
2024.1439451781, 180313.432449, 0.162576
2024.1439452097, 180313.594965, 0.162455
2024.1439452413, 180313.757359, 0.162333
2024.1439452730, 180313.919630, 0.162210
2024.1439453046, 180314.081778, 0.162086
2024.1439453362, 180314.243803, 0.161962
2024.1439453678, 180314.405702, 0.161838
2024.1439453995, 180314.567477, 0.161712
2024.1439454311, 180314.729127, 0.161586
2024.1439454627, 180314.890650, 0.161460
2024.1439454943, 180315.052046, 0.161332
2024.1439455260, 180315.213314, 0.161204
2024.1439455576, 180315.374454, 0.161076
2024.1439455892, 180315.535466, 0.160947
2024.1439456208, 180315.696348, 0.160817
2024.1439456524, 180315.857099, 0.160686
2024.1439456841, 180316.017720, 0.160555
2024.1439457157, 180316.178209, 0.160423
2024.1439457473, 180316.338566, 0.160291
2024.1439457789, 180316.498791, 0.160158
2024.1439458106, 180316.658881, 0.160024
2024.1439458422, 180316.818838, 0.159889
2024.1439458738, 180316.978660, 0.159754
2024.1439459054, 180317.138346, 0.159618
2024.1439459371, 180317.297896, 0.159482
2024.1439459687, 180317.457309, 0.159344
2024.1439460003, 180317.616584, 0.159206
2024.1439460319, 180317.775722, 0.159068
2024.1439460635, 180317.934720, 0.158928
2024.1439460952, 180318.093578, 0.158788
2024.1439461268, 180318.252296, 0.158648
2024.1439461584, 180318.410873, 0.158506
2024.1439461900, 180318.569308, 0.158364
2024.1439462217, 180318.727600, 0.158221
2024.1439462533, 180318.885749, 0.158077
2024.1439462849, 180319.043754, 0.157933
2024.1439463165, 180319.201614, 0.157787
2024.1439463482, 180319.359328, 0.157641
2024.1439463798, 180319.516896, 0.157495
2024.1439464114, 180319.674317, 0.157347
2024.1439464430, 180319.831590, 0.157199
2024.1439464747, 180319.988715, 0.157050
2024.1439465063, 180320.145690, 0.156900
2024.1439465379, 180320.302514, 0.156749
2024.1439465695, 180320.459188, 0.156598
2024.1439466011, 180320.615710, 0.156446
2024.1439466328, 180320.772079, 0.156293
2024.1439466644, 180320.928295, 0.156139
2024.1439466960, 180321.084356, 0.155984
2024.1439467276, 180321.240263, 0.155829
2024.1439467593, 180321.396013, 0.155672
2024.1439467909, 180321.551607, 0.155515
2024.1439468225, 180321.707043, 0.155357
2024.1439468541, 180321.862321, 0.155198
2024.1439468858, 180322.017440, 0.155039
2024.1439469174, 180322.172398, 0.154878
2024.1439469490, 180322.327196, 0.154717
2024.1439469806, 180322.481832, 0.154555
2024.1439470122, 180322.636305, 0.154392
2024.1439470439, 180322.790614, 0.154228
2024.1439470755, 180322.944760, 0.154063
2024.1439471071, 180323.098740, 0.153897
2024.1439471387, 180323.252554, 0.153731
2024.1439471704, 180323.406201, 0.153563
2024.1439472020, 180323.559680, 0.153395
2024.1439472336, 180323.712991, 0.153226
2024.1439472652, 180323.866132, 0.153056
2024.1439472969, 180324.019103, 0.152885
2024.1439473285, 180324.171903, 0.152714
2024.1439473601, 180324.324530, 0.152541
2024.1439473917, 180324.476985, 0.152368
2024.1439474233, 180324.629266, 0.152194
2024.1439474550, 180324.781372, 0.152019
2024.1439474866, 180324.933303, 0.151843
2024.1439475182, 180325.085057, 0.151666
2024.1439475498, 180325.236635, 0.151489
2024.1439475815, 180325.388034, 0.151310
2024.1439476131, 180325.539255, 0.151131
2024.1439476447, 180325.690296, 0.150951
2024.1439476763, 180325.841156, 0.150770
2024.1439477080, 180325.991836, 0.150589
2024.1439477396, 180326.142333, 0.150406
2024.1439477712, 180326.292648, 0.150223
2024.1439478028, 180326.442779, 0.150039
2024.1439478344, 180326.592725, 0.149854
2024.1439478661, 180326.742487, 0.149669
2024.1439478977, 180326.892062, 0.149482
2024.1439479293, 180327.041451, 0.149295
2024.1439479609, 180327.190653, 0.149108
2024.1439479926, 180327.339666, 0.148919
2024.1439480242, 180327.488491, 0.148730
2024.1439480558, 180327.637125, 0.148540
2024.1439480874, 180327.785570, 0.148349
2024.1439481191, 180327.933824, 0.148158
2024.1439481507, 180328.081886, 0.147966
2024.1439481823, 180328.229755, 0.147773
2024.1439482139, 180328.377432, 0.147580
2024.1439482455, 180328.524915, 0.147386
2024.1439482772, 180328.672203, 0.147191
2024.1439483088, 180328.819297, 0.146996
2024.1439483404, 180328.966195, 0.146800
2024.1439483720, 180329.112896, 0.146603
2024.1439484037, 180329.259401, 0.146406
2024.1439484353, 180329.405708, 0.146208
2024.1439484669, 180329.551817, 0.146010
2024.1439484985, 180329.697727, 0.145811
2024.1439485302, 180329.843438, 0.145611
2024.1439485618, 180329.988949, 0.145411
2024.1439485934, 180330.134260, 0.145210
2024.1439486250, 180330.279369, 0.145009
2024.1439486566, 180330.424277, 0.144807
2024.1439486883, 180330.568983, 0.144604
2024.1439487199, 180330.713485, 0.144401
2024.1439487515, 180330.857785, 0.144198
2024.1439487831, 180331.001881, 0.143993
2024.1439488148, 180331.145772, 0.143789
2024.1439488464, 180331.289458, 0.143584
2024.1439488780, 180331.432939, 0.143378
2024.1439489096, 180331.576213, 0.143172
2024.1439489413, 180331.719281, 0.142965
2024.1439489729, 180331.862143, 0.142757
2024.1439490045, 180332.004796, 0.142549
2024.1439490361, 180332.147241, 0.142341
2024.1439490677, 180332.289478, 0.142132
2024.1439490994, 180332.431505, 0.141923
2024.1439491310, 180332.573323, 0.141713
2024.1439491626, 180332.714931, 0.141502
