time [dec. year], range [m], range-rate [m/s]
2024.1423504857, 181102.354968, 0.028913
2024.1423505174, 181102.383634, 0.028419
2024.1423505490, 181102.411805, 0.027924
2024.1423505806, 181102.439481, 0.027428
2024.1423506122, 181102.466661, 0.026932
2024.1423506438, 181102.493345, 0.026435
2024.1423506755, 181102.519532, 0.025938
2024.1423507071, 181102.545221, 0.025441
2024.1423507387, 181102.570413, 0.024943
2024.1423507703, 181102.595108, 0.024445
2024.1423508020, 181102.619303, 0.023946
2024.1423508336, 181102.643000, 0.023447
2024.1423508652, 181102.666197, 0.022947
2024.1423508968, 181102.688894, 0.022447
2024.1423509285, 181102.711091, 0.021947
2024.1423509601, 181102.732787, 0.021446
2024.1423509917, 181102.753982, 0.020944
2024.1423510233, 181102.774676, 0.020442
2024.1423510549, 181102.794867, 0.019940
2024.1423510866, 181102.814556, 0.019437
2024.1423511182, 181102.833741, 0.018934
2024.1423511498, 181102.852424, 0.018430
2024.1423511814, 181102.870602, 0.017926
2024.1423512131, 181102.888276, 0.017422
2024.1423512447, 181102.905445, 0.016916
2024.1423512763, 181102.922109, 0.016411
2024.1423513079, 181102.938266, 0.015905
2024.1423513396, 181102.953918, 0.015398
2024.1423513712, 181102.969063, 0.014891
2024.1423514028, 181102.983700, 0.014383
2024.1423514344, 181102.997829, 0.013875
2024.1423514660, 181103.011451, 0.013367
2024.1423514977, 181103.024563, 0.012857
2024.1423515293, 181103.037165, 0.012348
2024.1423515609, 181103.049258, 0.011837
2024.1423515925, 181103.060840, 0.011327
2024.1423516242, 181103.071911, 0.010815
2024.1423516558, 181103.082470, 0.010303
2024.1423516874, 181103.092518, 0.009791
2024.1423517190, 181103.102052, 0.009278
2024.1423517507, 181103.111072, 0.008764
2024.1423517823, 181103.119579, 0.008249
2024.1423518139, 181103.127571, 0.007734
2024.1423518455, 181103.135048, 0.007219
2024.1423518772, 181103.142009, 0.006703
2024.1423519088, 181103.148453, 0.006186
2024.1423519404, 181103.154380, 0.005668
2024.1423519720, 181103.159789, 0.005150
2024.1423520036, 181103.164679, 0.004631
2024.1423520353, 181103.169051, 0.004112
2024.1423520669, 181103.172902, 0.003591
2024.1423520985, 181103.176233, 0.003070
2024.1423521301, 181103.179043, 0.002549
2024.1423521618, 181103.181331, 0.002026
2024.1423521934, 181103.183095, 0.001503
2024.1423522250, 181103.184337, 0.000980
2024.1423522566, 181103.185054, 0.000455
2024.1423522883, 181103.185247, -0.000070
2024.1423523199, 181103.184914, -0.000596
2024.1423523515, 181103.184055, -0.001123
2024.1423523831, 181103.182668, -0.001650
2024.1423524147, 181103.180754, -0.002179
2024.1423524464, 181103.178311, -0.002708
2024.1423524780, 181103.175338, -0.003237
2024.1423525096, 181103.171836, -0.003768
2024.1423525412, 181103.167802, -0.004299
2024.1423525729, 181103.163237, -0.004831
2024.1423526045, 181103.158140, -0.005364
2024.1423526361, 181103.152509, -0.005898
2024.1423526677, 181103.146343, -0.006432
2024.1423526994, 181103.139644, -0.006968
2024.1423527310, 181103.132408, -0.007504
2024.1423527626, 181103.124636, -0.008041
2024.1423527942, 181103.116326, -0.008578
2024.1423528258, 181103.107479, -0.009117
2024.1423528575, 181103.098092, -0.009656
2024.1423528891, 181103.088166, -0.010196
2024.1423529207, 181103.077699, -0.010737
2024.1423529523, 181103.066691, -0.011279
2024.1423529840, 181103.055141, -0.011822
2024.1423530156, 181103.043047, -0.012365
2024.1423530472, 181103.030410, -0.012909
2024.1423530788, 181103.017228, -0.013454
2024.1423531105, 181103.003501, -0.014000
2024.1423531421, 181102.989228, -0.014547
2024.1423531737, 181102.974407, -0.015094
2024.1423532053, 181102.959039, -0.015643
2024.1423532369, 181102.943122, -0.016192
2024.1423532686, 181102.926655, -0.016742
2024.1423533002, 181102.909638, -0.017292
2024.1423533318, 181102.892071, -0.017844
2024.1423533634, 181102.873951, -0.018396
2024.1423533951, 181102.855278, -0.018949
2024.1423534267, 181102.836052, -0.019503
2024.1423534583, 181102.816272, -0.020058
2024.1423534899, 181102.795936, -0.020613
2024.1423535216, 181102.775045, -0.021170
2024.1423535532, 181102.753597, -0.021727
2024.1423535848, 181102.731591, -0.022285
2024.1423536164, 181102.709027, -0.022843
2024.1423536480, 181102.685904, -0.023403
2024.1423536797, 181102.662222, -0.023963
2024.1423537113, 181102.637979, -0.024524
2024.1423537429, 181102.613174, -0.025085
2024.1423537745, 181102.587808, -0.025648
2024.1423538062, 181102.561878, -0.026211
2024.1423538378, 181102.535385, -0.026775
2024.1423538694, 181102.508328, -0.027340
2024.1423539010, 181102.480705, -0.027905
2024.1423539327, 181102.452517, -0.028471
2024.1423539643, 181102.423762, -0.029038
2024.1423539959, 181102.394440, -0.029606
2024.1423540275, 181102.364550, -0.030174
2024.1423540591, 181102.334091, -0.030744
2024.1423540908, 181102.303062, -0.031313
2024.1423541224, 181102.271464, -0.031884
2024.1423541540, 181102.239294, -0.032455
2024.1423541856, 181102.206553, -0.033027
2024.1423542173, 181102.173239, -0.033600
2024.1423542489, 181102.139353, -0.034173
2024.1423542805, 181102.104893, -0.034747
2024.1423543121, 181102.069858, -0.035322
2024.1423543438, 181102.034248, -0.035897
2024.1423543754, 181101.998063, -0.036474
2024.1423544070, 181101.961301, -0.037050
2024.1423544386, 181101.923962, -0.037628
2024.1423544702, 181101.886045, -0.038206
2024.1423545019, 181101.847550, -0.038785
2024.1423545335, 181101.808476, -0.039364
2024.1423545651, 181101.768822, -0.039944
2024.1423545967, 181101.728587, -0.040525
2024.1423546284, 181101.687772, -0.041106
2024.1423546600, 181101.646375, -0.041688
2024.1423546916, 181101.604395, -0.042271
2024.1423547232, 181101.561833, -0.042854
2024.1423547549, 181101.518687, -0.043438
2024.1423547865, 181101.474957, -0.044023
2024.1423548181, 181101.430641, -0.044608
2024.1423548497, 181101.385741, -0.045193
2024.1423548814, 181101.340254, -0.045780
2024.1423549130, 181101.294181, -0.046367
2024.1423549446, 181101.247521, -0.046954
2024.1423549762, 181101.200272, -0.047543
2024.1423550078, 181101.152435, -0.048131
2024.1423550395, 181101.104009, -0.048721
2024.1423550711, 181101.054993, -0.049311
2024.1423551027, 181101.005387, -0.049901
2024.1423551343, 181100.955191, -0.050492
2024.1423551660, 181100.904402, -0.051084
2024.1423551976, 181100.853022, -0.051676
2024.1423552292, 181100.801049, -0.052269
2024.1423552608, 181100.748483, -0.052863
2024.1423552925, 181100.695323, -0.053457
2024.1423553241, 181100.641569, -0.054051
2024.1423553557, 181100.587220, -0.054647
2024.1423553873, 181100.532276, -0.055242
2024.1423554189, 181100.476735, -0.055839
2024.1423554506, 181100.420598, -0.056435
2024.1423554822, 181100.363864, -0.057033
2024.1423555138, 181100.306533, -0.057631
2024.1423555454, 181100.248603, -0.058229
2024.1423555771, 181100.190074, -0.058828
2024.1423556087, 181100.130946, -0.059428
2024.1423556403, 181100.071218, -0.060028
2024.1423556719, 181100.010890, -0.060629
2024.1423557036, 181099.949961, -0.061230
2024.1423557352, 181099.888430, -0.061832
2024.1423557668, 181099.826297, -0.062434
2024.1423557984, 181099.763562, -0.063037
2024.1423558300, 181099.700224, -0.063640
2024.1423558617, 181099.636282, -0.064244
2024.1423558933, 181099.571736, -0.064848
2024.1423559249, 181099.506586, -0.065453
2024.1423559565, 181099.440830, -0.066058
2024.1423559882, 181099.374469, -0.066664
2024.1423560198, 181099.307501, -0.067271
2024.1423560514, 181099.239927, -0.067878
2024.1423560830, 181099.171745, -0.068485
2024.1423561147, 181099.102956, -0.069093
2024.1423561463, 181099.033558, -0.069702
2024.1423561779, 181098.963552, -0.070311
2024.1423562095, 181098.892936, -0.070920
2024.1423562411, 181098.821711, -0.071530
2024.1423562728, 181098.749875, -0.072141
2024.1423563044, 181098.677429, -0.072752
2024.1423563360, 181098.604371, -0.073364
2024.1423563676, 181098.530701, -0.073976
2024.1423563993, 181098.456420, -0.074588
2024.1423564309, 181098.381525, -0.075201
2024.1423564625, 181098.306017, -0.075815
2024.1423564941, 181098.229895, -0.076429
2024.1423565258, 181098.153159, -0.077043
2024.1423565574, 181098.075808, -0.077658
2024.1423565890, 181097.997842, -0.078274
2024.1423566206, 181097.919260, -0.078890
2024.1423566522, 181097.840062, -0.079506
2024.1423566839, 181097.760248, -0.080123
2024.1423567155, 181097.679816, -0.080741
2024.1423567471, 181097.598766, -0.081359
2024.1423567787, 181097.517098, -0.081977
2024.1423568104, 181097.434812, -0.082596
2024.1423568420, 181097.351906, -0.083215
2024.1423568736, 181097.268381, -0.083835
2024.1423569052, 181097.184236, -0.084455
2024.1423569369, 181097.099470, -0.085076
2024.1423569685, 181097.014084, -0.085697
2024.1423570001, 181096.928075, -0.086319
2024.1423570317, 181096.841445, -0.086941
2024.1423570633, 181096.754193, -0.087564
2024.1423570950, 181096.666318, -0.088187
2024.1423571266, 181096.577819, -0.088810
2024.1423571582, 181096.488697, -0.089434
2024.1423571898, 181096.398951, -0.090059
2024.1423572215, 181096.308580, -0.090683
2024.1423572531, 181096.217584, -0.091309
2024.1423572847, 181096.125962, -0.091934
2024.1423573163, 181096.033715, -0.092561
2024.1423573480, 181095.940841, -0.093187
2024.1423573796, 181095.847340, -0.093814
2024.1423574112, 181095.753212, -0.094442
2024.1423574428, 181095.658457, -0.095070
2024.1423574744, 181095.563073, -0.095698
2024.1423575061, 181095.467061, -0.096327
2024.1423575377, 181095.370420, -0.096956
2024.1423575693, 181095.273150, -0.097585
2024.1423576009, 181095.175250, -0.098215
2024.1423576326, 181095.076719, -0.098846
2024.1423576642, 181094.977558, -0.099476
2024.1423576958, 181094.877766, -0.100108
2024.1423577274, 181094.777343, -0.100739
2024.1423577591, 181094.676288, -0.101371
2024.1423577907, 181094.574601, -0.102003
2024.1423578223, 181094.472281, -0.102636
2024.1423578539, 181094.369328, -0.103269
2024.1423578855, 181094.265742, -0.103903
2024.1423579172, 181094.161522, -0.104537
2024.1423579488, 181094.056668, -0.105171
2024.1423579804, 181093.951179, -0.105806
2024.1423580120, 181093.845055, -0.106441
2024.1423580437, 181093.738296, -0.107077
2024.1423580753, 181093.630902, -0.107713
2024.1423581069, 181093.522871, -0.108349
2024.1423581385, 181093.414204, -0.108985
2024.1423581702, 181093.304900, -0.109623
2024.1423582018, 181093.194959, -0.110260
2024.1423582334, 181093.084380, -0.110898
2024.1423582650, 181092.973163, -0.111536
2024.1423582967, 181092.861308, -0.112174
2024.1423583283, 181092.748815, -0.112813
2024.1423583599, 181092.635682, -0.113452
2024.1423583915, 181092.521910, -0.114092
2024.1423584231, 181092.407498, -0.114732
2024.1423584548, 181092.292445, -0.115372
2024.1423584864, 181092.176753, -0.116013
2024.1423585180, 181092.060419, -0.116654
2024.1423585496, 181091.943444, -0.117296
2024.1423585813, 181091.825827, -0.117938
2024.1423586129, 181091.707568, -0.118580
2024.1423586445, 181091.588667, -0.119222
2024.1423586761, 181091.469124, -0.119865
2024.1423587078, 181091.348937, -0.120509
2024.1423587394, 181091.228106, -0.121152
2024.1423587710, 181091.106632, -0.121796
2024.1423588026, 181090.984513, -0.122441
2024.1423588342, 181090.861750, -0.123086
2024.1423588659, 181090.738342, -0.123731
2024.1423588975, 181090.614288, -0.124376
2024.1423589291, 181090.489589, -0.125022
2024.1423589607, 181090.364244, -0.125669
2024.1423589924, 181090.238252, -0.126315
2024.1423590240, 181090.111613, -0.126962
2024.1423590556, 181089.984327, -0.127610
2024.1423590872, 181089.856394, -0.128257
2024.1423591189, 181089.727812, -0.128906
2024.1423591505, 181089.598582, -0.129554
2024.1423591821, 181089.468704, -0.130203
2024.1423592137, 181089.338176, -0.130852
2024.1423592453, 181089.206999, -0.131502
2024.1423592770, 181089.075172, -0.132152
2024.1423593086, 181088.942695, -0.132802
2024.1423593402, 181088.809567, -0.133453
2024.1423593718, 181088.675789, -0.134104
2024.1423594035, 181088.541358, -0.134756
2024.1423594351, 181088.406277, -0.135408
2024.1423594667, 181088.270542, -0.136060
2024.1423594983, 181088.134156, -0.136713
2024.1423595300, 181087.997116, -0.137366
2024.1423595616, 181087.859423, -0.138020
2024.1423595932, 181087.721077, -0.138674
2024.1423596248, 181087.582076, -0.139328
2024.1423596564, 181087.442421, -0.139983
2024.1423596881, 181087.302111, -0.140638
2024.1423597197, 181087.161145, -0.141293
2024.1423597513, 181087.019524, -0.141949
2024.1423597829, 181086.877247, -0.142605
2024.1423598146, 181086.734313, -0.143262
2024.1423598462, 181086.590723, -0.143919
2024.1423598778, 181086.446475, -0.144577
2024.1423599094, 181086.301569, -0.145235
2024.1423599411, 181086.156005, -0.145893
2024.1423599727, 181086.009783, -0.146552
2024.1423600043, 181085.862902, -0.147211
2024.1423600359, 181085.715361, -0.147871
2024.1423600675, 181085.567161, -0.148530
2024.1423600992, 181085.418300, -0.149191
2024.1423601308, 181085.268779, -0.149852
2024.1423601624, 181085.118596, -0.150513
2024.1423601940, 181084.967753, -0.151175
2024.1423602257, 181084.816247, -0.151837
2024.1423602573, 181084.664079, -0.152499
2024.1423602889, 181084.511249, -0.153162
2024.1423603205, 181084.357755, -0.153825
2024.1423603522, 181084.203597, -0.154489
2024.1423603838, 181084.048776, -0.155153
2024.1423604154, 181083.893290, -0.155818
2024.1423604470, 181083.737140, -0.156483
2024.1423604786, 181083.580324, -0.157149
2024.1423605103, 181083.422842, -0.157814
2024.1423605419, 181083.264695, -0.158481
2024.1423605735, 181083.105881, -0.159147
2024.1423606051, 181082.946399, -0.159815
2024.1423606368, 181082.786251, -0.160482
2024.1423606684, 181082.625435, -0.161150
2024.1423607000, 181082.463950, -0.161819
2024.1423607316, 181082.301797, -0.162487
2024.1423607633, 181082.138975, -0.163157
2024.1423607949, 181081.975484, -0.163826
2024.1423608265, 181081.811322, -0.164496
2024.1423608581, 181081.646491, -0.165167
2024.1423608897, 181081.480988, -0.165838
2024.1423609214, 181081.314815, -0.166509
2024.1423609530, 181081.147970, -0.167181
2024.1423609846, 181080.980453, -0.167853
2024.1423610162, 181080.812264, -0.168525
2024.1423610479, 181080.643402, -0.169198
2024.1423610795, 181080.473868, -0.169872
2024.1423611111, 181080.303659, -0.170545
2024.1423611427, 181080.132777, -0.171219
2024.1423611744, 181079.961221, -0.171894
2024.1423612060, 181079.788990, -0.172569
2024.1423612376, 181079.616083, -0.173244
2024.1423612692, 181079.442502, -0.173919
2024.1423613009, 181079.268245, -0.174595
2024.1423613325, 181079.093311, -0.175272
2024.1423613641, 181078.917701, -0.175948
2024.1423613957, 181078.741415, -0.176625
2024.1423614273, 181078.564451, -0.177303
2024.1423614590, 181078.386809, -0.177980
2024.1423614906, 181078.208490, -0.178659
2024.1423615222, 181078.029492, -0.179337
2024.1423615538, 181077.849816, -0.180016
2024.1423615855, 181077.669460, -0.180695
2024.1423616171, 181077.488426, -0.181374
2024.1423616487, 181077.306712, -0.182054
2024.1423616803, 181077.124318, -0.182734
2024.1423617120, 181076.941244, -0.183414
2024.1423617436, 181076.757489, -0.184095
2024.1423617752, 181076.573054, -0.184776
2024.1423618068, 181076.387938, -0.185457
2024.1423618384, 181076.202140, -0.186139
2024.1423618701, 181076.015660, -0.186820
2024.1423619017, 181075.828499, -0.187502
2024.1423619333, 181075.640655, -0.188185
2024.1423619649, 181075.452129, -0.188867
2024.1423619966, 181075.262921, -0.189550
2024.1423620282, 181075.073029, -0.190233
2024.1423620598, 181074.882454, -0.190917
2024.1423620914, 181074.691196, -0.191600
2024.1423621231, 181074.499254, -0.192284
2024.1423621547, 181074.306628, -0.192968
2024.1423621863, 181074.113317, -0.193652
2024.1423622179, 181073.919323, -0.194337
2024.1423622495, 181073.724644, -0.195021
2024.1423622812, 181073.529280, -0.195706
2024.1423623128, 181073.333231, -0.196391
2024.1423623444, 181073.136497, -0.197077
2024.1423623760, 181072.939078, -0.197762
2024.1423624077, 181072.740973, -0.198448
2024.1423624393, 181072.542183, -0.199133
2024.1423624709, 181072.342706, -0.199819
2024.1423625025, 181072.142544, -0.200505
2024.1423625342, 181071.941696, -0.201192
2024.1423625658, 181071.740161, -0.201878
2024.1423625974, 181071.537940, -0.202564
2024.1423626290, 181071.335032, -0.203251
2024.1423626606, 181071.131438, -0.203938
2024.1423626923, 181070.927156, -0.204625
2024.1423627239, 181070.722188, -0.205311
2024.1423627555, 181070.516533, -0.205998
2024.1423627871, 181070.310191, -0.206686
2024.1423628188, 181070.103162, -0.207373
2024.1423628504, 181069.895446, -0.208060
2024.1423628820, 181069.687042, -0.208747
2024.1423629136, 181069.477951, -0.209435
2024.1423629453, 181069.268173, -0.210122
2024.1423629769, 181069.057707, -0.210809
2024.1423630085, 181068.846554, -0.211497
2024.1423630401, 181068.634713, -0.212184
2024.1423630717, 181068.422185, -0.212872
2024.1423631034, 181068.208969, -0.213559
2024.1423631350, 181067.995066, -0.214247
2024.1423631666, 181067.780475, -0.214934
2024.1423631982, 181067.565197, -0.215622
2024.1423632299, 181067.349231, -0.216309
2024.1423632615, 181067.132578, -0.216997
2024.1423632931, 181066.915238, -0.217684
2024.1423633247, 181066.697210, -0.218372
2024.1423633564, 181066.478495, -0.219059
2024.1423633880, 181066.259092, -0.219746
2024.1423634196, 181066.039002, -0.220434
2024.1423634512, 181065.818225, -0.221121
2024.1423634828, 181065.596761, -0.221808
2024.1423635145, 181065.374610, -0.222495
2024.1423635461, 181065.151771, -0.223182
2024.1423635777, 181064.928246, -0.223869
2024.1423636093, 181064.704034, -0.224556
2024.1423636410, 181064.479135, -0.225242
2024.1423636726, 181064.253549, -0.225929
2024.1423637042, 181064.027277, -0.226616
2024.1423637358, 181063.800319, -0.227302
2024.1423637675, 181063.572673, -0.227988
2024.1423637991, 181063.344342, -0.228675
2024.1423638307, 181063.115324, -0.229361
2024.1423638623, 181062.885620, -0.230047
